key,kind,eventStableId,choiceStableId,sourceRow,text,previewOrResultHint,background,notes
CHOICE_EVT_F03_MERCHANT_LEAVE_SHOP_RESULT,resultText,EVT_F03_MERCHANT,CHOICE_EVT_F03_MERCHANT_LEAVE_SHOP,52,"""뭐 하자!는 살...살?려... 거야!"" 상인은 돗자리를 거들떠보지도 않는 나에게 무어라 소리 친 후 돗자리 위로 형편없이 엎어졌다. 그러더니, 그 상태로 돗자리와 함께 네 발로 기어 어둠속으로 사라졌다.",상점 퇴장,,
EVT_F04_MERCHANT_BODY,body,EVT_F04_MERCHANT,,53,"어둠속에서 돗자리를 편 상인을 발견했다. ""구르륵"" 상인은 끓는 소리를 냈다.
한번 살펴보고 가라는 뜻 같다.",,,
CHOICE_EVT_F04_MERCHANT_USE_SHOP_TEXT,choiceLabel,EVT_F04_MERCHANT,CHOICE_EVT_F04_MERCHANT_USE_SHOP,54,상점을 이용한다.,상점 이용,,
CHOICE_EVT_F04_MERCHANT_USE_SHOP_RESULT,resultText,EVT_F04_MERCHANT,CHOICE_EVT_F04_MERCHANT_USE_SHOP,54,,상점 이용,,
CHOICE_EVT_F04_MERCHANT_ACTION_55_TEXT,choiceLabel,EVT_F04_MERCHANT,CHOICE_EVT_F04_MERCHANT_ACTION_55,55,상점을 떠난다.,상점 퇴장,,
CHOICE_EVT_F04_MERCHANT_ACTION_55_RESULT,resultText,EVT_F04_MERCHANT,CHOICE_EVT_F04_MERCHANT_ACTION_55,55,"""꼬르르륵"" 끓는 소리를 낸 상인은 돗자리를 온몸으로 거둔 후 어둠과 한 몸이 돼 사라졌다.",상점 퇴장,,
CHOICE_EVT_F04_MERCHANT_ACTION_56_TEXT,choiceLabel,EVT_F04_MERCHANT,CHOICE_EVT_F04_MERCHANT_ACTION_56,56,공격한다.,상점 퇴장 ( 해당 회차에서 등장x ),,
CHOICE_EVT_F04_MERCHANT_ACTION_56_RESULT,resultText,EVT_F04_MERCHANT,CHOICE_EVT_F04_MERCHANT_ACTION_56,56,"""께르륵"" 끓는 소리를 낸 상인은 물건을 온 몸으로 지켜내더니, 공격당한건 신경도 쓰지 않는 듯 어둠속으로  순식간에 사라졌다.",상점 퇴장 ( 해당 회차에서 등장x ),,
CHOICE_EVT_F04_MERCHANT_LEAVE_SHOP_TEXT,choiceLabel,EVT_F04_MERCHANT,CHOICE_EVT_F04_MERCHANT_LEAVE_SHOP,57,상점을 이용하지 않는다.,상점 퇴장,,
CHOICE_EVT_F04_MERCHANT_LEAVE_SHOP_RESULT,resultText,EVT_F04_MERCHANT,CHOICE_EVT_F04_MERCHANT_LEAVE_SHOP,57,"상인은 돗자리를 거들떠보지도 않는 나를 물끄러미 바라보더니, 이내 돗자리를 온 몸으로 거둔 후 어둠과 한 몸이 돼 사라졌다.",상점 퇴장,,
EVT_F01_REST_BODY,body,EVT_F01_REST,,59,"탑 한 켠, 고요한 공간에 탑 곳곳의 부자재를 쌓아올려 작은 모닥불을 피웠다. 비록 방금까진 거친 강행군을 거쳤을 진 몰라도, 지금은 안전하다. 이 기회에 여러가지를 해 볼 수 있을지도 모른다.",,모닥불,
CHOICE_EVT_F01_REST_ACTION_60_TEXT,choiceLabel,EVT_F01_REST,CHOICE_EVT_F01_REST_ACTION_60,60,휴식을 취한다,체력 회복,,
CHOICE_EVT_F01_REST_ACTION_60_RESULT,resultText,EVT_F01_REST,CHOICE_EVT_F01_REST_ACTION_60,60,자리를 정돈하고 천조각을 그러모아 이불삼아 덮은 후 눈을 감았다. 짧지만 달콤한 휴식을 취했다.,체력 회복,,
CHOICE_EVT_F01_REST_ACTION_61_TEXT,choiceLabel,EVT_F01_REST,CHOICE_EVT_F01_REST_ACTION_61,61,훈련을 진행한다,능력치 강화,,
CHOICE_EVT_F01_REST_ACTION_61_RESULT,resultText,EVT_F01_REST,CHOICE_EVT_F01_REST_ACTION_61,61,휴식은 사치다. 나는 곧바로 내 무기와 더 친해지는 시간을 가졌다.,능력치 강화,,
CHOICE_EVT_F01_REST_ACTION_62_TEXT,choiceLabel,EVT_F01_REST,CHOICE_EVT_F01_REST_ACTION_62,62,유물과 공명한다,유물 강화,,
CHOICE_EVT_F01_REST_ACTION_62_RESULT,resultText,EVT_F01_REST,CHOICE_EVT_F01_REST_ACTION_62,62,유물들 중 일부가 나와 공명하듯 떨려왔다. 조금만 더 집중 하면 유물의 진실된 모습을 볼 수 있으리라. 이윽고 나와 공명한 유물은 먼지와 묵은때를 떨쳐내고 마치 새 것 처럼 번뜩였다.,유물 강화,,
CHOICE_EVT_F01_REST_ACTION_63_TEXT,choiceLabel,EVT_F01_REST,CHOICE_EVT_F01_REST_ACTION_63,63,기분을 묻는다,마타이오스 호감도 등락,,
CHOICE_EVT_F01_REST_ACTION_63_RESULT,resultText,EVT_F01_REST,CHOICE_EVT_F01_REST_ACTION_63,63,마타이오스와 AI대화,마타이오스 호감도 등락,,
EVT_F01_GATEKEEPER_BODY,body,EVT_F01_GATEKEEPER,,65,"거대한 석상이 지키고 있는 문을 발견했다. 심상치 않은 기운에 문 앞으로 다가서니, 석상이 문 앞을 가로막았다. 눈을 가리고 있는 석상은 입을 달싹 거리더니, [이곳의 출입을 엄격히 금한다] 라 말 하고 있다. 쉬이 비키지 않을 것 같은 분위기인데, 어떻게 할까? ",,심상치 않은나무문을 가로막고 있는 석상,
CHOICE_EVT_F01_GATEKEEPER_ACTION_66_TEXT,choiceLabel,EVT_F01_GATEKEEPER,CHOICE_EVT_F01_GATEKEEPER_ACTION_66,66,억지로 지나간다,석상 전투 승리 후 유물 획득 /  50% 보물 이벤트,,
CHOICE_EVT_F01_GATEKEEPER_ACTION_66_RESULT,resultText,EVT_F01_GATEKEEPER,CHOICE_EVT_F01_GATEKEEPER_ACTION_66,66,"수상한 문을 지키는 수상한 석상이라. 부숴도 상관 없을것만 같은 느낌이 들었다. 그런 생각을 마치자, [적대 행위 발견. 배제 한다.] 석상은 거대한 몸이 순식간에 우리를 덮쳤다. ",석상 전투 승리 후 유물 획득 /  50% 보물 이벤트,,
CHOICE_EVT_F01_GATEKEEPER_PASS_TEXT,choiceLabel,EVT_F01_GATEKEEPER,CHOICE_EVT_F01_GATEKEEPER_PASS,67,지나친다,아무 일도 일어나지 않았다.,,
CHOICE_EVT_F01_GATEKEEPER_PASS_RESULT,resultText,EVT_F01_GATEKEEPER,CHOICE_EVT_F01_GATEKEEPER_PASS,67,석상을 설득하기란 어려워 보인다. 나는 문을 지나쳐 앞으로 나아갔다.,아무 일도 일어나지 않았다.,,
CHOICE_EVT_F01_GATEKEEPER_ACTION_68_TEXT,choiceLabel,EVT_F01_GATEKEEPER,CHOICE_EVT_F01_GATEKEEPER_ACTION_68,68,설득한다 (AI 대화?),50% 특별한 유물 획득 / 50% 보물 이벤트,,
CHOICE_EVT_F01_GATEKEEPER_ACTION_68_RESULT,resultText,EVT_F01_GATEKEEPER,CHOICE_EVT_F01_GATEKEEPER_ACTION_68,68,"(석상의 책임이 끝났음을 설득하거나, 보다 급한 일이 있다고 설득하여 자리를 비키게 하기)",50% 특별한 유물 획득 / 50% 보물 이벤트,,
EVT_F01_RESISTANCE_LINE_BODY,body,EVT_F01_RESISTANCE_LINE,,69,"조금 더 나아가니, 피로 난장이 된 목책, 철책과 수많은 시신들이 보인다. 아마 이 광기에 끝까지 저항한 이들이리라. 짧은 묵념 후 지나쳐 가려는 사이, 철조망이 이어진 철책 사이 무엇인가 반짝이는것을 보았다. 아니면, 단순 착각이었을지도.",,철조망이 둘러쌓여진 탑 안쪽의 농성흔적,
CHOICE_EVT_F01_RESISTANCE_LINE_ACTION_70_TEXT,choiceLabel,EVT_F01_RESISTANCE_LINE,CHOICE_EVT_F01_RESISTANCE_LINE_ACTION_70,70,철책을 조사한다,"체력 소량 감소, 소량의 골드 획득",,
CHOICE_EVT_F01_RESISTANCE_LINE_ACTION_70_RESULT,resultText,EVT_F01_RESISTANCE_LINE,CHOICE_EVT_F01_RESISTANCE_LINE_ACTION_70,70,"반짝임의 정체는 소량의 금화였다. 이런 것이 또 있는지 둘러 본 결과, 철조망의 더 깊은 안쪽에서 반짝임을 확인했다. 어떻게 할까?","체력 소량 감소, 소량의 골드 획득",,
CHOICE_EVT_F01_RESISTANCE_LINE_ACTION_71_TEXT,choiceLabel,EVT_F01_RESISTANCE_LINE,CHOICE_EVT_F01_RESISTANCE_LINE_ACTION_71,71,돌아간다,이벤트 퇴장,,
CHOICE_EVT_F01_RESISTANCE_LINE_ACTION_71_RESULT,resultText,EVT_F01_RESISTANCE_LINE,CHOICE_EVT_F01_RESISTANCE_LINE_ACTION_71,71,욕심은 화를 부르는 법. 만족 하는 방법도 알아야 한다.,이벤트 퇴장,,
CHOICE_EVT_F01_RESISTANCE_LINE_ACTION_72_TEXT,choiceLabel,EVT_F01_RESISTANCE_LINE,CHOICE_EVT_F01_RESISTANCE_LINE_ACTION_72,72,철책 안쪽을 살펴본다,"30% 유물 발견 / 70%체력 소량 감소, 재도전 or 돌아간다 선택지",,
CHOICE_EVT_F01_RESISTANCE_LINE_ACTION_72_RESULT,resultText,EVT_F01_RESISTANCE_LINE,CHOICE_EVT_F01_RESISTANCE_LINE_ACTION_72,72,"30% 성공시 : 철책 안에서 발견한것은 재물이 아닌, 유물이었다. 아쉬운 마음으로 유물을 챙겼다.
70% 실패시 : 나를 부르던 반짝임은 재물이 아닌, 유리 파편이었다. 철책을 헤치느라 생긴 상처가 아려온다. 지금이라도 돌아갈까?","30% 유물 발견 / 70%체력 소량 감소, 재도전 or 돌아간다 선택지",,
CHOICE_EVT_F01_RESISTANCE_LINE_PASS_TEXT,choiceLabel,EVT_F01_RESISTANCE_LINE,CHOICE_EVT_F01_RESISTANCE_LINE_PASS,73,지나친다,아무 일도 일어나지 않았다.,,
CHOICE_EVT_F01_RESISTANCE_LINE_PASS_RESULT,resultText,EVT_F01_RESISTANCE_LINE,CHOICE_EVT_F01_RESISTANCE_LINE_PASS,73,저 차갑고 날카로운 쇳덩이들과 몸을 섞을 생각은 없다.,아무 일도 일어나지 않았다.,,
EVT_F01_LAST_WORDS_BODY,body,EVT_F01_LAST_WORDS,,74,"""제발... 이 고통을 끝내줘..."" 복도 한 켠에 화려한 창에 찔린 병사로 보이는 인물이 있다. ""부디 내 목을 쳐, 이 끝없는 고통을 끝내주시오..."" 그는 내 눈을 보며 사정하고 있었다. ",,창에 찔린 병사가 놓인 복도,
CHOICE_EVT_F01_LAST_WORDS_BEHEAD_TEXT,choiceLabel,EVT_F01_LAST_WORDS,CHOICE_EVT_F01_LAST_WORDS_BEHEAD,75,목을 친다,스태미나 (정신력 관련) 감소 & 유물 획득,,
CHOICE_EVT_F01_LAST_WORDS_BEHEAD_RESULT,resultText,EVT_F01_LAST_WORDS,CHOICE_EVT_F01_LAST_WORDS_BEHEAD,75,"나는 병사의 말 대로 단칼에 병사의 숨을 끊어주었다. ""아아... 고맙소... 고마워..."" 복도를 울리는 감사의 말이 머리를 울렸다. 그 울림에 조금의 현기증을 느끼고 있으니, 병사의 몸은 온데간데 없이 사라졌고, 대신 그 자리에 유물이 놓여 있었다.",스태미나 (정신력 관련) 감소 & 유물 획득,,
CHOICE_EVT_F01_LAST_WORDS_ACTION_76_TEXT,choiceLabel,EVT_F01_LAST_WORDS,CHOICE_EVT_F01_LAST_WORDS_ACTION_76,76,창을 뽑는다,스태미나 (정신력 관련) 감소 & 골드 획득 & 저주 획득,,
CHOICE_EVT_F01_LAST_WORDS_ACTION_76_RESULT,resultText,EVT_F01_LAST_WORDS,CHOICE_EVT_F01_LAST_WORDS_ACTION_76,76,"나는 병사의 몸에 꽂혀 있는 창을 뽑아주었다. ""무슨.. 무슨짓을...!!"" 창이 뽑힌 병사의 몸은 순간 떨리더니 발 끝부터 황금 가루로 흩어지기 시작했다. ""용서하지... 용서하지 않겠다...!! 저주받을 자여!!!"" 병사는 몸이 황금가루로 흩어져 가는 내내  복도가 떠나가도록 나늘 저주했다. 비명과도 같은 저주에 속이 울렁거림을 느끼고 있으니, 병사의 몸은 온데간데 없이 사라졌고, 사금가루와 조금의 골드가 놓여 있었다.",스태미나 (정신력 관련) 감소 & 골드 획득 & 저주 획득,,
EVT_F02_GARDEN_BODY,body,EVT_F02_GARDEN,,78,"이상하리만치, 칙칙한 돌바닥을 풀로 뒤덮은 공간을 발견했다. 물뿌리개나 삽 등 원예 도구들도 보이는데, 아마 이 공간을 관리하는 자는 부재중인 모양이다.",,녹음이 우거진 공간,
CHOICE_EVT_F02_GARDEN_PICK_FLOWER_TEXT,choiceLabel,EVT_F02_GARDEN,CHOICE_EVT_F02_GARDEN_PICK_FLOWER,79,꽃을 딴다,"최대 체력 감소, 강화",,
CHOICE_EVT_F02_GARDEN_PICK_FLOWER_RESULT,resultText,EVT_F02_GARDEN,CHOICE_EVT_F02_GARDEN_PICK_FLOWER,79,"풀숲 사이에 피어난 아름다운 꽃이 눈에 띄어 이를 꺾었다. 순간, 손가락 끝이 화끈 거리더니, 이내 칼에 베인 것 같은 고통에 빠르게 손을 거두었다. 손의 일부가 꽃과 융화 되었다. 이상하게도, 이 상태가 이전의 손 보다 더 내 몸에 잘 맞았다.","최대 체력 감소, 강화",,
CHOICE_EVT_F02_GARDEN_PULL_WEEDS_TEXT,choiceLabel,EVT_F02_GARDEN,CHOICE_EVT_F02_GARDEN_PULL_WEEDS,80,잡초를 뽑는다,체력 소량 감소. 유물 획득,,
CHOICE_EVT_F02_GARDEN_PULL_WEEDS_RESULT,resultText,EVT_F02_GARDEN,CHOICE_EVT_F02_GARDEN_PULL_WEEDS,80,"풀숲 사이에 솟아난 흉측한 잡초를 뽑아냈다. 시간 가는 줄 모르고 잡초를 뽑고 있으니, 손이 얼얼해짐을 느꼈다. '이렇게나 풀을 많이 뽑았다니' 스스로 뽑아낸 엄청난 풀더미에 감탄하고 있는 사이, 풀더미 사이에서 유물을 발견했다. 흙속에 파묻혀 있었던 것일까?",체력 소량 감소. 유물 획득,,
CHOICE_EVT_F02_GARDEN_WALK_TEXT,choiceLabel,EVT_F02_GARDEN,CHOICE_EVT_F02_GARDEN_WALK,81,잠시 걷는다,"체력, 정신력 회복",,
CHOICE_EVT_F02_GARDEN_WALK_RESULT,resultText,EVT_F02_GARDEN,CHOICE_EVT_F02_GARDEN_WALK,81,꽤나 잘 꾸며진 정원을 거닐었다. 향기로운 풀내음에 몸도 마음도 회복되었다.,"체력, 정신력 회복",,
EVT_F02_MERCENARY_OUTPOST_BODY,body,EVT_F02_MERCENARY_OUTPOST,,82,"층을 오르던 한 켠에서 전초기지로 보이는 구조물이 눈에 들어왔다. 구조물의 입구엔 한 눈에 보기에도 굉장히 지쳐보이는 용병이 보초를 서고 있었다. 무해하게 접근하여 대화 해 보니, 이미 이들은 괴멸 직전에 처한 용병단이었다. 물질적인 도움을 받긴 힘들어 보인다. 다만 많은것을 알고 있어보이는데, 무엇을 물어볼까?",,임시 전초기지,( 한 대화 당 3번의 질문 가능. 그 이상은 보초의 피로로 인해 대화 불가)
CHOICE_EVT_F02_MERCENARY_OUTPOST_ASK_LEADER_TEXT,choiceLabel,EVT_F02_MERCENARY_OUTPOST,CHOICE_EVT_F02_MERCENARY_OUTPOST_ASK_LEADER,83,당신들의 대장에 대하여,물러난다. 로 진행,,
CHOICE_EVT_F02_MERCENARY_OUTPOST_ASK_LEADER_RESULT,resultText,EVT_F02_MERCENARY_OUTPOST,CHOICE_EVT_F02_MERCENARY_OUTPOST_ASK_LEADER,83,"(AI대화)(2층 보스 중, 세이건에 대한 정보를 들을 수 있다.)",물러난다. 로 진행,,
CHOICE_EVT_F02_MERCENARY_OUTPOST_ASK_MERCENARIES_TEXT,choiceLabel,EVT_F02_MERCENARY_OUTPOST,CHOICE_EVT_F02_MERCENARY_OUTPOST_ASK_MERCENARIES,84,용병대에 대하여,물러난다. 로 진행,,
CHOICE_EVT_F02_MERCENARY_OUTPOST_ASK_MERCENARIES_RESULT,resultText,EVT_F02_MERCENARY_OUTPOST,CHOICE_EVT_F02_MERCENARY_OUTPOST_ASK_MERCENARIES,84,(AI대화)(붉은 독수리 용병단의 현 상황에 대해 이야기를 들을 수 있다.),물러난다. 로 진행,,
CHOICE_EVT_F02_MERCENARY_OUTPOST_ASK_ADVICE_TEXT,choiceLabel,EVT_F02_MERCENARY_OUTPOST,CHOICE_EVT_F02_MERCENARY_OUTPOST_ASK_ADVICE,85,조언을 구한다,물러난다. 로 진행,,
CHOICE_EVT_F02_MERCENARY_OUTPOST_ASK_ADVICE_RESULT,resultText,EVT_F02_MERCENARY_OUTPOST,CHOICE_EVT_F02_MERCENARY_OUTPOST_ASK_ADVICE,85,(AI대화)(2층에서 나타나는 적들 or 보스에 대한 소문(정확도80%)을 들을 수 있다.),물러난다. 로 진행,,
CHOICE_EVT_F02_MERCENARY_OUTPOST_SMALL_TALK_TEXT,choiceLabel,EVT_F02_MERCENARY_OUTPOST,CHOICE_EVT_F02_MERCENARY_OUTPOST_SMALL_TALK,86,잡담,물러난다. 로 진행,,
CHOICE_EVT_F02_MERCENARY_OUTPOST_SMALL_TALK_RESULT,resultText,EVT_F02_MERCENARY_OUTPOST,CHOICE_EVT_F02_MERCENARY_OUTPOST_SMALL_TALK,86,"(AI대화)(과거, 세계관, 1~4층에 대한 정보를 들을 수 있다.)",물러난다. 로 진행,,
CHOICE_EVT_F02_MERCENARY_OUTPOST_ACTION_87_TEXT,choiceLabel,EVT_F02_MERCENARY_OUTPOST,CHOICE_EVT_F02_MERCENARY_OUTPOST_ACTION_87,87,물러난다.,소량의 골드 획득,,
CHOICE_EVT_F02_MERCENARY_OUTPOST_ACTION_87_RESULT,resultText,EVT_F02_MERCENARY_OUTPOST,CHOICE_EVT_F02_MERCENARY_OUTPOST_ACTION_87,87,"아무래도 이 보초에게서 들을 만 한 정보는 없는 것 같다. // 피곤해 보이는 보초를 뒤로 하고, 발걸음을 돌렸다.

돌아가려 하니, 보초는 잠시 기다려달라 하며 주머니에서 작은 주머니를 나에게 던져주었다. '아무래도 나는 더 이상 쓸 곳이 없을것 같다보니.' 그렇게 말하며, 보초는 손짓으로 나를 배웅 했다.",소량의 골드 획득,,
EVT_F02_BANDIT_DEN_BODY,body,EVT_F02_BANDIT_DEN,,88,"층을 오르던 한 켠에서 나무더미로 얼기설기로 쌓아놓은 구조물이 눈에 들어왔다. 구조물의 입구에서 낡은 옷을 입고 있는 농노와 눈이 마주쳤다. '누구쇼!' 그는 닳아빠진 쇠스랑을 들어올려 나를 위협했다. 이대로 돌아갈 수도 있지만, 저 수상한 구조물 안에서 뭔가를 가져 올 수도 있을 것 같은데. 어떻게 할까?",, 얼기설기 엮어놓은 구조물 더미,"(대화 5번 가능, 그 이상 대화 이어지면 수상함 스택 증가.) (이 보초는 농노 출신으로, 마을의 사정등을 얼핏 소문으로 알고 있으나, 탑에 대한것은 전혀 알지 못한다.)"
CHOICE_EVT_F02_BANDIT_DEN_ACTION_89_TEXT,choiceLabel,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_89,89, 화술로 무력화 한다.,화술 성공시 : 유물 획득,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_89_RESULT,resultText,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_89,89,(AI대화)(높은 신분을 가장하면 쉽게 무력화 할 수 있음)(대화의 여지 없을 시 물리적 싸움으로 전환),화술 성공시 : 유물 획득,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_90_TEXT,choiceLabel,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_90,90,골드로 매수한다,,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_90_RESULT,resultText,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_90,90,한눈에 보기에도 가난해 보이는 이 자에게 조금의 적선을 베풀었다. 그의 눈이 탐욕으로 일렁이고 있다. 금화를 더 준다면 유용한것을 줄 수 있을지도 모른다고 한다. 어떻게 할까?,,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_91_TEXT,choiceLabel,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_91,91,더 많은 골드를 준다,유물 획득,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_91_RESULT,resultText,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_91,91,"한눈에 보기에도 두둑한 금화 주머니를 그 자의 손에 얹어줬다. 그 자는 만족스럽게 미소지어보인 후 잠시 기다려보라 한 후, 구조물의 안쪽에서 유물을 하나 건네주었다. 유물을 건네받음과 동시에, 그 자는 '나는 이제 부자다!' 하는 소리와 함께 어둠속으로 사라졌다.",유물 획득,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_92_TEXT,choiceLabel,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_92,92,조금의 골드를 준다,50%확률 돈을 더 쥐어준다 선택지 // 50% 확률 더 많은 골드를 준다 선택지,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_92_RESULT,resultText,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_92,92,"흠... 이걸로는 좀 부족하지 않습니까?' 그 자는 금화를 쥐어들고는 손을 까딱이며 더 요구하고 있다. 아무래도 금화의 양이 조금 모자란 모양인데, 어떻게 할까?",50%확률 돈을 더 쥐어준다 선택지 // 50% 확률 더 많은 골드를 준다 선택지,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_93_TEXT,choiceLabel,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_93,93,돈을 더 쥐어준다,50%확률 돈을 더 쥐어준다 선택지 // 50% 확률 더 많은 골드를 준다 선택지,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_93_RESULT,resultText,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_93,93,,50%확률 돈을 더 쥐어준다 선택지 // 50% 확률 더 많은 골드를 준다 선택지,,
CHOICE_EVT_F02_BANDIT_DEN_ATTACK_TEXT,choiceLabel,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ATTACK,94,공격한다,무작위 도적과 전투 // 전투 승리시 골드 반환,,
CHOICE_EVT_F02_BANDIT_DEN_ATTACK_RESULT,resultText,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ATTACK,94,돈을 그렇게 들였는데도 보답이 없다면 돈 말고 다른걸 주도록 해야겠다.,무작위 도적과 전투 // 전투 승리시 골드 반환,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_95_TEXT,choiceLabel,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_95,95,돌아간다,골드 손실,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_95_RESULT,resultText,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_95,95,크크크... 더 없다면 어쩔 수 없지.' 나는 얌전히 물러나기로 했다. 부족한 사람에게 적선 했다고 치려 한다.,골드 손실,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_96_TEXT,choiceLabel,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_96,96,물리적 으로 제압한다.,전투 승리시 : 소량의 골드 획득,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_96_RESULT,resultText,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_96,96,이 자는 손쉽게 처리 할 수 있을 것 같다. 망설임은 더이상 필요 없다.,전투 승리시 : 소량의 골드 획득,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_97_TEXT,choiceLabel,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_97,97,물러난다.,아무 일도 일어나지 않았다.,,
CHOICE_EVT_F02_BANDIT_DEN_ACTION_97_RESULT,resultText,EVT_F02_BANDIT_DEN,CHOICE_EVT_F02_BANDIT_DEN_ACTION_97,97,괜히 귀찮은 사건들을 더 붙일 필요는 없겠지. 나는 그 장소를 벗어났다.,아무 일도 일어나지 않았다.,,
EVT_F03_ABANDONED_TOMBSTONE_BODY,body,EVT_F03_ABANDONED_TOMBSTONE,,98,"걸음을 바삐 움직이던 중, 복도 한켠에서 장소에 어울리지 않는 묘비를 발견했다. 아마 탑 자체가 뒤틀리며 공간쨰로 떠밀려 온 것으로 보인다. 묘비는 오랜시간 관리가 안 된 듯 낡았고, 이끼와 먼지로 뒤덮여있다.",,버려진 묘비,
CHOICE_EVT_F03_ABANDONED_TOMBSTONE_ACTION_99_TEXT,choiceLabel,EVT_F03_ABANDONED_TOMBSTONE,CHOICE_EVT_F03_ABANDONED_TOMBSTONE_ACTION_99,99,파묘한다,저주 & 골드 획득,,
CHOICE_EVT_F03_ABANDONED_TOMBSTONE_ACTION_99_RESULT,resultText,EVT_F03_ABANDONED_TOMBSTONE,CHOICE_EVT_F03_ABANDONED_TOMBSTONE_ACTION_99,99,"묘비 앞의 흙으로 된 부분을 파헤쳤다. 얼마 지나지 않아 골드를 발견 할 수 있었다. 골드를 획득함과 동시에 땅에서 백골의 손이 솟아올라 나의 팔을 붙잡았다. 어떤 원리인지도 모른 채, 해골손을 뿌리쳤다. 붙잡힌 팔에는 자국이 짙게 남았다. 상당히 불쾌한 기분이다.",저주 & 골드 획득,,
CHOICE_EVT_F03_ABANDONED_TOMBSTONE_ACTION_100_TEXT,choiceLabel,EVT_F03_ABANDONED_TOMBSTONE,CHOICE_EVT_F03_ABANDONED_TOMBSTONE_ACTION_100,100,묘비를 닦는다,강화,,or 묘비를 닦으며 AI 추리 하며 단서 찾기
CHOICE_EVT_F03_ABANDONED_TOMBSTONE_ACTION_100_RESULT,resultText,EVT_F03_ABANDONED_TOMBSTONE,CHOICE_EVT_F03_ABANDONED_TOMBSTONE_ACTION_100,100,"더러운 묘비의 외관을 닦아냈다. 그제서야 묘비의 주인으로 보이는 이름을 알 수 있었다. [모두에게 친절했고, 사랑받았던 페럴레인 2세 이곳에 잠들다] 묘비의 한켠에 작게 새겨져있는 음각을 발견했다. [못난 아비가 미안하다] ... 무슨 이유에서인지. 오장육부가 듫끓는 느낌이 났다.",강화,,or 묘비를 닦으며 AI 추리 하며 단서 찾기
CHOICE_EVT_F03_ABANDONED_TOMBSTONE_ACTION_101_TEXT,choiceLabel,EVT_F03_ABANDONED_TOMBSTONE,CHOICE_EVT_F03_ABANDONED_TOMBSTONE_ACTION_101,101,헌화 한다 (히든),다음단계 유물 획득,,
CHOICE_EVT_F03_ABANDONED_TOMBSTONE_ACTION_101_RESULT,resultText,EVT_F03_ABANDONED_TOMBSTONE,CHOICE_EVT_F03_ABANDONED_TOMBSTONE_ACTION_101,101,"마침 가지고 있던 자그마한 꽃을 묘비 앞에 헌화했다. 얼마 있지 않아 꽃이 한순간 빛을 발하며 사라지더니, 묘비의 장식이 떨어져 그 자리를 대신했다. 많은 풍파를 거친 묘비에서 떨어진 새것과도 같은 장식에 수상함을 느끼면서도, 이를 챙겨가기로 결심했다.",다음단계 유물 획득,,
EVT_F03_LIBRARY_BODY,body,EVT_F03_LIBRARY,,103,"정처없이 걸어가다보니, 손에는 두껍고 검은 책이 들려있었고, 주변이 책장으로 가득 찬 서고에 도착했다. 서고의 한 가운데에 사서로 보이는 자가 앉아 있다. 사서는 (손을 펼쳐 휘휘 젓고있다 / 손가락을 자신쪽으로 까딱이고 있다 / 책장쪽으로 손가락질을 하고있다). 무엇인가 원하는 것이 있는걸까?",,왕실 서고,지문 읽고 사서가 원하는 바 맞추기
